site,Date,dsp_toxins,dsp_phyto,mean_chl,mean_sst,mean_temp,max_temp,min_temp,mean_wind_intensity,mean_wind_dir,wind_dir,rainfall
LAG,2022-08-03,36.0,,2.8277893,293.61002,20.7,30.7,10.4,1.7571428571428571,150.85714285714286,7.857142857142857,0.0
LAG,2022-08-17,36.0,20.0,9.122462,291.27142,19.928571428571427,28.5,9.1,1.4142857142857144,232.0,7.571428571428571,1.2
LAG,2022-08-24,36.0,40.0,11.355447,291.33572,20.185714285714283,37.0,8.5,1.5142857142857142,196.7142857142857,6.571428571428571,0.3
LAG,2022-08-31,96.03923255794818,40.0,3.5594075,292.30142,19.585714285714285,27.3,7.8,1.457142857142857,240.42857142857144,7.571428571428571,0.6
LAG,2022-09-14,36.0,,12.409324,289.91714,21.87142857142857,29.9,13.8,1.7714285714285711,204.14285714285717,6.857142857142857,25.6
LAG,2022-09-21,36.0,20.0,3.8366456,292.75143,21.457142857142856,31.9,13.5,1.4142857142857144,236.0,5.285714285714286,20.4
LAG,2022-09-28,69.69428314929338,20.0,5.9756694,291.78427,17.5,27.8,6.3,1.2142857142857142,59.71428571428572,5.857142857142857,0.0
LAG,2022-10-05,36.0,20.0,16.891762,289.94427,16.871428571428574,32.7,5.3,1.042857142857143,208.7142857142857,5.857142857142857,0.5
LAG,2022-10-12,104.0,40.0,3.3571885,291.92715,17.4,29.6,8.7,0.9142857142857144,256.2857142857143,6.714285714285714,5.0
LAG,2022-10-19,325.0,20.0,3.4553993,293.08002,18.04285714285714,29.2,7.8,1.0285714285714287,263.0,6.0,3.8
LAG,2022-11-02,121.47430995160713,40.0,2.027432,293.15997,18.557142857142857,28.0,6.5,1.4857142857142858,187.33333333333331,5.714285714285714,2.4
LAG,2022-11-09,60.19263155921388,20.0,1.8032337,292.99713,14.942857142857145,23.6,1.5,0.8857142857142856,144.71428571428572,4.142857142857143,4.699999999999999
LAG,2022-11-16,36.0,,3.7615619,292.06714,15.142857142857142,25.4,4.4,1.042857142857143,130.57142857142858,4.0,13.5
LAG,2022-11-30,36.0,,9.083634,289.4357,11.75,23.2,0.4,1.0285714285714287,117.28571428571428,2.571428571428572,0.5
LAG,2022-12-07,36.0,20.0,2.5935118,289.81,,,,,,,0.0
LAG,2022-12-14,36.0,,1.2458799,290.1,,,,,,,0.0
LAG,2022-12-28,36.0,20.0,2.1112864,290.50714,,,,,,,0.0
LAG,2023-01-11,36.0,20.0,1.7049141,290.6314,,,,,,,0.0
LAG,2023-01-18,36.0,20.0,2.251629,289.93857,,,,,,,0.0
LAG,2023-01-25,36.0,20.0,2.093386,288.91714,,,,,,,0.0
LAG,2023-02-01,36.0,20.0,7.742313,288.28,,,,,,,0.0
LAG,2023-02-08,36.0,20.0,12.142047,288.0957,,,,,,,0.0
LAG,2023-02-15,36.0,20.0,1.2035391,288.5057,,,,,,,0.0
LAG,2023-03-01,36.0,20.0,1.1617714,288.6657,,,,,,,0.0
LAG,2023-03-08,36.0,20.0,1.3726456,288.27142,,,,,,,0.0
LAG,2023-03-15,36.0,20.0,11.743714,288.74713,,,,,,,0.0
LAG,2023-03-22,36.0,,8.391439,288.59283,,,,,,,0.0
LAG,2023-04-05,36.0,20.0,8.094871,289.2314,,,,,,,0.0
LAG,2023-04-12,153.192590518639,20.0,2.0364957,289.82428,,,,,,,0.0
LAG,2023-04-19,101.288180700318,240.0,9.317755,289.71857,,,,,,,0.0
LAG,2023-04-26,148.65923733012,20.0,2.312187,290.70572,,,,,,,0.0
LAG,2023-05-03,113.496155017419,20.0,1.5541009,291.29428,,,,,,,0.0
LAG,2023-05-10,96.2365914458969,20.0,1.3653768,290.43143,,,,,,,0.0
LAG,2023-06-07,36.0,,1.4040668,292.45712,,,,,,,0.0
LAG,2023-06-14,117.803775013144,20.0,0.9705008,293.28714,,,,,,,0.0
LAG,2023-06-21,88.4101709423085,20.0,1.4725459,292.43573,,,,,,,0.0
LAG,2023-06-28,36.0,40.0,1.4753803,293.91284,,,,,,,0.0
LAG,2023-07-05,57.0,,1.4629376,294.32,,,,,,,0.0
LAG,2023-07-12,36.0,,1.592789,293.53287,,,,,,,0.0
LAG,2023-07-19,36.0,,3.6698565,292.12857,,,,,,,0.0
LAG,2023-07-26,36.0,,17.24583,290.22,,,,,,,0.0
LAG,2023-08-02,36.0,20.0,11.696365,289.5914,,,,,,,0.0
LAG,2023-08-23,36.0,20.0,3.2364583,293.56427,,,,,,,0.0
LAG,2023-08-23,61.4797045357513,160.0,3.2364583,293.56427,,,,,,,0.0
LAG,2023-08-30,62.1047790622362,20.0,2.0472298,294.29855,,,,,,,0.0
LAG,2023-09-06,72.1240515421455,20.0,2.108216,292.76712,,,,,,,0.0
LAG,2023-09-13,36.0,20.0,2.5186348,294.2143,,,,,,,0.0
LAG,2023-09-20,65.3809832054185,20.0,1.1827503,293.1957,,,,,,,0.0
LAG,2023-10-04,66.36241010193751,40.0,2.4662,294.02,,,,,,,0.0
LAG,2023-10-11,51.555019073479,20.0,1.5789152,295.21286,,,,,,,0.0
LAG,2023-10-18,36.0,120.0,8.220243,295.1057,,,,,,,0.0
LAG,2023-10-25,36.0,40.0,1.5007238,292.61716,,,,,,,0.0
LAG,2023-11-01,36.0,,1.1223199,292.51285,,,,,,,0.0
LAG,2023-11-08,36.0,20.0,1.4198868,291.44427,,,,,,,0.0
LAG,2023-11-15,36.0,20.0,5.6707544,290.5,,,,,,,0.0
LAG,2023-11-22,36.0,20.0,6.867832,290.25143,,,,,,,0.0
LAG,2023-11-29,36.0,20.0,5.387464,289.66998,,,,,,,0.0
LAG,2023-12-20,36.0,20.0,1.1736425,290.06143,,,,,,,0.0
LAG,2024-01-10,36.0,20.0,1.0171934,290.1143,10.657142857142857,19.6,-0.6,0.7999999999999999,90.57142857142856,3.0,16.3
LAG,2024-01-24,36.0,20.0,1.5080509,289.58856,11.52,20.2,-0.7,1.24,139.0,3.4,39.8
LAG,2024-02-07,36.0,20.0,1.2624921,290.19,,,,,,,
LAG,2024-02-14,36.0,,0.57530195,289.90857,,,,,,,
LAG,2024-02-21,36.0,20.0,1.9493177,289.87286,,,,,,,
LAG,2024-02-28,36.0,20.0,1.5520115,289.33856,,,,,,,
LAG,2024-03-06,36.0,20.0,1.217802,288.35858,,,,,,,
LAG,2024-03-13,36.0,20.0,1.2716733,287.62,,,,,,,
LAG,2024-03-27,74.9514405672741,120.0,1.9700755,289.07428,,,,,,,
LAG,2024-04-03,36.0,20.0,1.7014868,288.11285,,,,,,,
LAG,2024-04-10,68.9403915002471,20.0,4.0313644,288.97568,,,,,,,
LAG,2024-04-17,64.5940494737819,40.0,1.9748958,289.99142,,,,,,,
LAG,2024-05-01,80.4541554409229,,2.803007,289.23285,,,,,,,
LAG,2024-12-18,36.0,,1.2687484,290.53427,,,,,,,
LAL,2021-01-06,36.0,20.0,1.0117729,287.8933,5.833333333333333,14.6,-2.0,1.9166666666666667,70.5,4.166666666666667,4.6000000000000005
LAL,2021-01-13,36.0,120.0,0.9456659,287.70285,6.114285714285714,13.8,-3.5,3.1,34.57142857142857,2.0,0.0
LAL,2021-01-20,36.0,160.0,1.5947722,286.87143,8.6,17.4,-2.3,2.1,54.0,3.2857142857142856,28.4
LAL,2021-01-27,36.0,1800.0,1.3609104,287.01428,14.528571428571428,17.5,7.6,2.9,254.57142857142856,5.571428571428571,12.2
LAL,2021-02-03,36.0,440.0,1.8953682,287.30142,14.457142857142856,17.8,12.2,2.142857142857143,223.57142857142856,5.0,9.3
LAL,2021-02-10,36.0,480.0,0.74663764,287.32144,12.928571428571429,17.4,7.4,3.242857142857143,254.7142857142857,5.571428571428571,45.6
LAL,2021-02-24,36.0,1080.0,1.4579669,287.36713,13.571428571428571,18.9,2.3,3.114285714285714,190.8571428571429,4.285714285714286,58.9
LAL,2021-02-24,78.9611753671555,280.0,1.4579669,287.36713,13.571428571428571,18.9,2.3,3.114285714285714,190.8571428571429,4.285714285714286,58.9
LAL,2021-03-03,81.76360283986062,960.0,2.3998735,287.95572,13.042857142857144,20.8,5.1,2.0571428571428574,60.71428571428572,3.4285714285714284,3.2
LAL,2021-03-17,71.05226784901299,240.0,1.9000742,287.77,14.242857142857144,25.2,5.2,2.442857142857143,166.28571428571428,4.857142857142857,0.2
LAL,2021-03-17,144.69390093034423,20.0,1.9000742,287.77,14.242857142857144,25.2,5.2,2.442857142857143,166.28571428571428,4.857142857142857,0.2
LAL,2021-03-24,36.0,240.0,6.680503,287.69,11.757142857142856,21.6,-0.4,2.628571428571429,122.42857142857144,4.0,0.0
LAL,2021-03-31,77.82064720247763,760.0,1.6144003,288.1743,15.8,28.3,0.5,2.3428571428571425,85.14285714285714,3.142857142857143,0.0
LAL,2021-04-07,130.8299565625,400.0,1.3195502,288.8514,13.685714285714283,23.7,2.9,1.8571428571428568,266.85714285714283,6.0,1.8
LAL,2021-04-07,127.802867422646,400.0,1.3195502,288.8514,13.685714285714283,23.7,2.9,1.8571428571428568,266.85714285714283,6.0,1.8
LAL,2021-04-14,36.0,840.0,1.098417,289.20428,15.028571428571428,22.0,3.7,1.7857142857142858,177.28571428571428,5.0,32.1
LAL,2021-04-21,36.0,120.0,2.4309268,289.83856,15.357142857142858,24.5,6.3,1.8,209.57142857142856,5.714285714285714,2.4
LAL,2021-04-28,61.47363370304538,40.0,1.0153488,289.80142,16.642857142857142,22.3,8.2,2.414285714285714,199.42857142857144,4.571428571428571,19.7
LAL,2021-05-05,36.0,360.0,2.9660497,289.23856,14.671428571428567,26.0,2.3,2.3714285714285714,230.28571428571428,7.428571428571429,0.0
LAL,2021-05-19,36.0,600.0,1.685176,289.78143,17.057142857142857,28.6,7.0,2.1,324.2857142857143,7.285714285714286,0.0
LAL,2021-05-19,36.0,80.0,1.685176,289.78143,17.057142857142857,28.6,7.0,2.1,324.2857142857143,7.285714285714286,0.0
LAL,2021-05-26,36.0,1320.0,3.9611342,288.66855,17.04285714285714,28.7,4.6,2.757142857142857,300.2857142857143,7.857142857142857,0.0
LAL,2021-06-02,36.0,240.0,3.5867105,289.2357,17.114285714285714,28.6,6.0,1.9428571428571428,316.85714285714283,7.0,0.0
LAL,2021-06-09,80.62490903075955,80.0,7.0774474,288.5657,18.685714285714287,33.6,5.8,2.7,246.8571428571429,7.857142857142857,0.0
LAL,2021-06-16,74.09180539021783,,2.3767087,290.3043,18.357142857142858,29.2,10.0,1.9285714285714288,266.57142857142856,6.0,0.2
LAL,2021-06-30,36.0,,4.536204,289.26,18.9,30.2,7.0,2.5285714285714285,316.1428571428572,7.142857142857143,0.0
LAL,2021-07-07,36.0,40.0,7.3833313,289.4,18.714285714285715,27.5,8.3,1.7142857142857142,286.1666666666667,6.714285714285714,0.8999999999999999
LAL,2021-07-14,78.0,160.0,3.9770381,289.09714,22.2,38.0,9.4,2.685714285714286,198.8571428571429,8.0,0.0
LAL,2021-07-28,36.0,120.0,7.6723404,290.30142,,32.1,,2.5,328.5,7.5,0.0
LAL,2021-07-28,36.0,160.0,7.6723404,290.30142,,32.1,,2.5,328.5,7.5,0.0
LAL,2021-08-04,36.0,120.0,4.2821426,289.7314,,30.7,,1.2,225.0,5.0,0.0
LAL,2021-08-11,36.0,120.0,7.8235297,289.52713,20.342857142857145,32.1,7.7,2.5285714285714285,335.7142857142857,7.428571428571429,0.5
LAL,2021-08-18,36.0,20.0,10.40257,289.44284,21.928571428571427,36.4,9.9,1.957142857142857,288.1428571428572,7.571428571428571,0.0
LAL,2021-08-25,36.0,120.0,9.030844,289.88428,19.728571428571428,31.7,9.9,2.157142857142857,260.1428571428572,6.714285714285714,0.0
LAL,2021-09-01,58.99999999999999,400.0,3.2499764,291.30142,19.442857142857143,25.0,12.2,1.3857142857142857,212.66666666666663,5.0,0.3
LAL,2021-09-08,36.0,600.0,3.290163,292.43427,20.014285714285712,26.7,10.6,1.6285714285714286,250.42857142857144,5.571428571428571,1.7
LAL,2021-09-15,36.0,13720.0,1.457878,293.41998,20.885714285714283,27.8,13.6,1.7857142857142858,231.7142857142857,5.142857142857143,6.1
LAL,2021-09-22,36.0,240.0,0.8444938,291.66,21.27142857142857,30.0,9.8,2.6,153.42857142857142,6.857142857142857,0.0
LAL,2021-09-29,36.0,160.0,2.7315972,291.0957,18.714285714285715,29.4,8.6,2.2,155.0,4.857142857142857,0.5
LAL,2021-10-06,36.0,240.0,1.942232,290.75,17.5,29.1,6.7,2.1,252.8571428571429,6.714285714285714,3.5
LAL,2021-10-13,36.0,920.0,2.4500985,290.67715,19.085714285714285,31.6,8.0,1.8857142857142857,128.57142857142858,4.0,0.0
LAL,2021-10-20,36.0,600.0,1.3250306,290.79428,17.17142857142857,26.1,7.0,1.457142857142857,82.0,4.0,0.0
LAL,2021-10-27,36.0,1600.0,2.6726766,290.6857,15.657142857142858,25.9,5.1,1.6857142857142855,111.71428571428572,7.0,0.0
LAL,2021-11-03,36.0,720.0,0.96421444,290.40286,16.942857142857143,22.0,6.3,2.257142857142857,192.14285714285717,4.285714285714286,42.0
LAL,2021-11-17,36.0,1280.0,2.4250965,288.9943,11.857142857142858,22.1,-0.6,1.7714285714285716,38.0,2.0,0.0
LAL,2021-11-24,36.0,3240.0,1.5103108,288.74142,12.685714285714283,22.0,1.6,2.7857142857142856,90.0,3.142857142857143,0.8
LAL,2021-11-24,36.0,1960.0,1.5103108,288.74142,12.685714285714283,22.0,1.6,2.7857142857142856,90.0,3.142857142857143,0.8
LAL,2021-12-01,36.0,840.0,0.73361206,288.0557,10.885714285714286,18.3,0.4,2.414285714285714,166.0,7.142857142857143,1.9
LAL,2021-12-08,71.86237658094025,1600.0,0.9329281,287.53,12.12857142857143,18.6,3.0,1.9,230.7142857142857,7.142857142857143,8.3
LAL,2021-12-15,36.0,280.0,1.0039043,287.54715,13.314285714285717,20.2,4.1,2.6714285714285717,177.14285714285714,4.857142857142857,0.5
LAL,2021-12-22,36.0,280.0,0.7100638,287.91855,14.4,20.5,9.0,3.9,88.85714285714286,1.7142857142857142,44.3
LAL,2021-12-29,61.310456377407256,400.0,0.5042262,288.27713,15.642857142857142,19.2,9.3,2.557142857142857,200.0,4.571428571428571,27.6
LAL,2022-01-05,36.0,1280.0,0.70421475,288.46573,13.457142857142856,22.1,3.6,2.0142857142857142,174.71428571428572,4.0,5.4
LAL,2022-01-12,51.737512421096376,120.0,0.91584647,288.09283,10.742857142857144,18.2,1.4,1.957142857142857,71.42857142857143,5.0,0.1
LAL,2022-01-19,36.0,80.0,0.5987101,288.01285,10.857142857142858,17.2,-0.1,3.4,64.57142857142857,1.2857142857142858,0.0
LAL,2022-01-26,36.0,40.0,1.6930043,287.70712,10.985714285714286,16.7,-0.4,3.8857142857142857,54.71428571428572,1.0,0.0
LAL,2022-02-02,36.0,240.0,1.6813706,287.81,12.328571428571427,19.6,0.8,3.2857142857142856,45.142857142857146,2.0,0.0
LAL,2022-02-09,36.0,400.0,6.2173004,287.71857,11.87142857142857,21.3,2.5,2.442857142857143,146.5,4.0,0.0
LAL,2022-02-16,219.0571438085074,80.0,1.0302213,287.70285,10.928571428571429,19.2,0.1,2.0285714285714285,65.0,4.714285714285714,1.9
LAL,2022-02-23,203.44619653597977,20.0,0.7085271,287.6243,13.928571428571429,25.3,4.3,2.585714285714286,218.28571428571428,5.0,0.2
LAL,2022-03-02,152.08926766620277,20.0,1.3828231,287.83572,13.142857142857142,22.2,1.9,2.657142857142857,157.85714285714286,4.571428571428571,0.0
LAL,2022-03-02,198.72366244418052,120.0,1.3828231,287.83572,13.142857142857142,22.2,1.9,2.657142857142857,157.85714285714286,4.571428571428571,0.0
LAL,2022-03-09,69.29873297007026,20.0,0.88277835,287.6743,12.185714285714283,18.9,-1.1,2.642857142857143,222.57142857142856,7.0,18.9
LAL,2022-03-16,36.0,20.0,0.8710507,287.73856,13.828571428571427,19.9,2.5,2.7,165.14285714285714,3.7142857142857135,17.6
LAL,2022-03-23,36.0,20.0,1.3461187,287.7857,14.185714285714283,22.3,7.7,2.7285714285714286,66.57142857142857,2.7142857142857144,39.0
LAL,2022-03-30,36.0,20.0,1.2387034,288.00287,15.685714285714289,23.0,10.0,2.771428571428572,46.71428571428572,2.142857142857143,10.4
LAL,2022-04-06,36.0,20.0,1.3107129,287.74286,12.9,20.4,4.2,3.0142857142857147,144.57142857142858,3.2857142857142856,2.9
LAL,2022-04-13,36.0,20.0,1.1952246,288.17856,15.37142857142857,21.7,7.1,2.5,252.8571428571429,5.714285714285714,11.7
LAL,2022-04-20,36.0,20.0,1.1521658,288.33142,15.285714285714286,25.0,4.7,2.857142857142857,345.85714285714283,7.857142857142857,0.0
LAL,2022-04-27,36.0,20.0,2.0019562,287.82144,13.657142857142857,21.3,4.5,2.7,215.8571428571429,6.142857142857143,27.9
LAL,2022-05-04,36.0,20.0,5.31657,288.65143,16.928571428571427,27.0,5.8,2.914285714285714,174.42857142857142,7.285714285714286,0.2
LAL,2022-05-11,36.0,20.0,3.8746536,289.43,17.0,30.7,5.0,1.5857142857142856,227.57142857142856,6.142857142857143,0.0
LAL,2022-05-18,36.0,20.0,0.58665735,290.52286,19.1,28.1,10.0,2.1,235.14285714285717,5.428571428571429,1.6
LAL,2022-05-25,107.0,20.0,0.5673105,290.17856,19.442857142857143,32.9,8.0,2.771428571428572,268.42857142857144,6.142857142857143,0.7
LAL,2022-06-01,62.96970650177538,20.0,1.4914981,289.8957,20.24285714285714,34.8,10.2,2.7857142857142856,150.14285714285714,4.428571428571429,0.1
LAL,2022-06-08,36.0,200.0,0.38931018,291.59283,19.928571428571427,28.3,9.9,2.8714285714285714,257.7142857142857,5.571428571428571,5.6
LAL,2022-06-15,36.0,120.0,1.1056067,291.98285,22.285714285714285,34.3,14.1,2.2142857142857144,309.1428571428572,6.714285714285714,0.1
LAL,2022-06-22,36.0,20.0,0.6349223,291.83286,18.9,26.2,8.2,2.1714285714285717,261.2857142857143,5.714285714285714,1.9
LAL,2022-06-29,36.0,40.0,1.3050482,290.28427,19.47142857142857,28.3,8.6,2.8285714285714287,314.0,7.142857142857143,0.1
LAL,2022-07-06,36.0,80.0,4.543292,289.85,19.585714285714285,30.5,9.6,2.2,286.2857142857143,6.428571428571429,0.0
LAL,2022-07-13,61.84792094539335,20.0,4.2262425,291.7214,24.514285714285712,40.1,12.0,1.9,227.28571428571428,5.142857142857143,0.0
LAL,2022-07-20,97.11049180852916,320.0,1.3079882,292.17142,21.414285714285715,33.3,11.8,1.7714285714285716,238.14285714285717,6.428571428571429,0.0
LAL,2022-07-27,36.0,20.0,2.2387035,292.21143,21.97142857142857,33.3,10.1,2.142857142857143,336.0,7.428571428571429,0.0
LAL,2022-08-03,28.62958711908855,360.0,3.1920216,291.33,21.12857142857143,31.9,11.8,2.4,294.57142857142856,6.571428571428571,0.0
LAL,2022-08-10,36.0,40.0,1.2356209,292.02856,19.642857142857142,27.6,10.5,2.085714285714286,282.7142857142857,6.428571428571429,0.0
LAL,2022-08-17,36.0,80.0,3.1165116,292.11002,20.4,28.7,11.0,2.1,292.1428571428572,6.285714285714286,0.0
LAL,2022-08-31,36.0,20.0,1.5751002,291.28143,19.25714285714286,29.2,8.9,2.142857142857143,277.57142857142856,6.0,0.0
LAL,2022-08-31,25.584853752470472,80.0,1.5751002,291.28143,19.25714285714286,29.2,8.9,2.142857142857143,277.57142857142856,6.0,0.0
LAL,2022-09-07,36.0,80.0,1.6959008,291.72858,19.542857142857144,27.1,10.0,1.9285714285714288,221.8571428571429,6.0,0.1
LAL,2022-09-14,36.0,1000.0,1.654382,292.55713,20.814285714285717,26.2,12.8,2.2285714285714286,228.0,5.0,47.8
LAL,2022-09-21,36.0,80.0,1.0198857,293.71713,21.5,30.7,13.5,1.5142857142857142,251.0,5.571428571428571,6.5
LAL,2022-10-05,36.0,800.0,4.8711767,289.57,18.32857142857143,31.8,6.8,2.085714285714286,191.7142857142857,4.428571428571429,1.8
LAL,2022-10-05,36.0,20.0,4.8711767,289.57,18.32857142857143,31.8,6.8,2.085714285714286,191.7142857142857,4.428571428571429,1.8
LAL,2022-10-12,36.0,280.0,1.8167388,290.50858,17.614285714285717,28.2,9.6,1.2857142857142858,233.14285714285717,6.285714285714286,17.3
LAL,2022-10-19,36.0,40.0,0.75096273,290.7914,17.97142857142857,26.6,9.6,1.8714285714285717,213.42857142857144,6.142857142857143,12.8
LAL,2022-10-26,113.0,400.0,0.7779299,290.69284,18.885714285714283,26.4,16.1,2.8285714285714287,182.14285714285717,4.0,0.0
LAL,2022-11-02,36.0,920.0,0.7562774,290.9643,17.47142857142857,23.5,4.7,2.3428571428571425,127.16666666666669,4.714285714285714,0.0
LAL,2022-11-09,36.0,40.0,0.9097697,290.90286,15.514285714285714,21.6,4.1,1.5857142857142856,108.14285714285714,3.571428571428572,0.0
LAL,2022-11-16,36.0,20.0,1.4526788,290.68143,16.585714285714285,22.0,8.1,2.3000000000000003,116.28571428571428,2.571428571428572,0.0
LAL,2022-11-23,36.0,400.0,1.1006503,290.28854,15.314285714285717,20.2,6.1,2.142857142857143,234.42857142857144,6.428571428571429,0.0
LAL,2022-11-30,36.0,40.0,1.731012,289.69998,12.633333333333333,19.2,3.9,2.142857142857143,87.85714285714286,3.0,0.0
LAL,2022-12-07,36.0,80.0,1.0498612,289.21,,,,,,,0.0
LAL,2022-12-14,36.0,320.0,0.82075316,289.28,,,,,,,0.0
LAL,2022-12-28,36.0,20.0,1.5459057,289.54144,,,,,,,0.0
LAL,2022-12-28,36.0,20.0,1.5459057,289.54144,,,,,,,0.0
LAL,2023-01-04,36.0,,2.6133854,289.30286,,,,,,,0.0
LAL,2023-01-11,36.0,20.0,2.7307498,289.15857,,,,,,,0.0
LAL,2023-01-18,36.0,160.0,2.1038253,288.8986,,,,,,,0.0
LAL,2023-01-25,36.0,20.0,1.0499417,288.50858,,,,,,,0.0
LAL,2023-02-01,36.0,20.0,3.354734,287.91428,,,,,,,0.0
LAL,2023-02-08,36.0,20.0,3.6058412,287.8943,,,,,,,0.0
LAL,2023-02-15,36.0,20.0,2.7512023,287.73,,,,,,,0.0
LAL,2023-03-01,36.0,80.0,1.3300657,287.87143,,,,,,,0.0
LAL,2023-03-01,36.0,200.0,1.3300657,287.87143,,,,,,,0.0
LAL,2023-03-08,36.0,960.0,1.3133202,287.83856,,,,,,,0.0
LAL,2023-03-15,36.0,20.0,2.7030857,288.3157,,,,,,,0.0
LAL,2023-03-22,36.0,40.0,4.4292274,288.57144,,,,,,,0.0
LAL,2023-03-29,36.0,920.0,4.4136906,288.87286,,,,,,,0.0
LAL,2023-04-05,36.0,3200.0,2.3475652,289.46,,,,,,,0.0
LAL,2023-04-12,36.0,1400.0,3.5747051,289.36142,,,,,,,0.0
LAL,2023-04-19,36.0,280.0,6.160195,288.9957,,,,,,,0.0
LAL,2023-04-26,36.0,880.0,1.819599,289.61713,,,,,,,0.0
LAL,2023-05-03,36.0,160.0,1.5765164,290.03143,,,,,,,0.0
LAL,2023-05-10,36.0,80.0,0.9973646,290.18997,,,,,,,0.0
LAL,2023-05-17,36.0,20.0,2.0661874,288.2614,,,,,,,0.0
LAL,2023-05-24,36.0,400.0,4.613521,289.00714,,,,,,,0.0
LAL,2023-05-31,36.0,20.0,0.59986514,290.3,,,,,,,0.0
LAL,2023-06-07,36.0,20.0,0.43766102,291.28143,,,,,,,0.0
LAL,2023-06-14,36.0,20.0,0.35478687,292.27,,,,,,,0.0
LAL,2023-06-21,36.0,40.0,0.56128436,292.42285,,,,,,,0.0
LAL,2023-07-05,36.0,200.0,0.96344566,291.43143,,,,,,,0.0
LAL,2023-07-05,36.0,,0.96344566,291.43143,,,,,,,0.0
LAL,2023-07-12,36.0,,1.648905,291.06427,,,,,,,0.0
LAL,2023-07-19,36.0,,3.6424298,290.62143,,,,,,,0.0
LAL,2023-07-26,36.0,,6.2921042,290.41284,,,,,,,0.0
LAL,2023-08-02,36.0,,4.3057704,290.4,,,,,,,0.0
LAL,2023-08-09,36.0,20.0,5.7737923,290.59857,,,,,,,0.0
LAL,2023-08-23,36.0,160.0,3.1674008,291.93713,,,,,,,0.0
LAL,2023-08-23,36.0,200.0,3.1674008,291.93713,,,,,,,0.0
LAL,2023-08-30,36.0,1280.0,3.5365498,291.08142,,,,,,,0.0
LAL,2023-09-06,36.0,40.0,6.8339243,290.02716,,,,,,,0.0
LAL,2023-09-13,36.0,360.0,2.822337,292.18857,,,,,,,0.0
LAL,2023-09-20,90.1283721016055,1000.0,0.9566644,292.79144,,,,,,,0.0
LAL,2023-09-27,107.983852609666,1120.0,1.4154699,292.6314,,,,,,,0.0
LAL,2023-10-04,90.3216930701165,20.0,2.037417,293.24713,,,,,,,0.0
LAL,2023-10-11,36.0,360.0,2.0339649,292.9414,,,,,,,0.0
LAL,2023-10-18,36.0,840.0,0.6747642,292.7357,,,,,,,0.0
LAL,2023-10-25,36.0,160.0,1.0687153,292.6357,,,,,,,0.0
LAL,2023-11-01,36.0,20.0,1.4417447,292.3657,,,,,,,0.0
LAL,2023-11-08,36.0,280.0,0.85844934,291.06284,,,,,,,0.0
LAL,2023-11-15,59.68318630763213,160.0,3.596956,291.21,,,,,,,0.0
LAL,2023-11-22,36.0,80.0,1.5190166,290.8757,,,,,,,0.0
LAL,2023-11-29,63.94515723273699,400.0,1.4671621,289.8814,,,,,,,0.0
LAL,2023-12-06,137.1918478462065,2120.0,0.7720093,289.6,,,,,,,0.0
LAL,2023-12-13,527.5247809896525,3760.0,1.009991,289.39142,,,,,,,0.0
LAL,2023-12-20,550.0,3320.0,1.3427974,289.76428,,,,,,,0.0
LAL,2024-01-03,352.0,560.0,0.64180166,289.26715,15.4,19.3,8.7,2.6,152.66666666666666,3.333333333333333,12.8
LAL,2024-01-24,292.669780082922,120.0,1.579483,288.9157,11.92,18.8,4.7,2.22,64.2,5.0,34.7
LAL,2024-01-31,180.88066521759,200.0,3.23961,288.68857,,,,,,,0.0
LAL,2024-02-07,97.7310040005267,80.0,1.8555197,289.0757,,,,,,,
LAL,2024-02-14,99.7183040526036,160.0,1.2394483,289.19144,,,,,,,
LAL,2024-02-21,36.0,40.0,2.0186825,289.5057,,,,,,,
LAL,2024-02-28,36.0,20.0,1.3576562,288.81427,,,,,,,
LAL,2024-03-06,65.9320994900442,80.0,1.321121,288.07428,,,,,,,
LAL,2024-03-13,36.0,200.0,1.901723,287.60284,,,,,,,
LAL,2024-03-20,36.0,20.0,3.4414582,288.24286,,,,,,,
LAL,2024-03-27,36.0,120.0,4.1355214,288.54288,,,,,,,
LAL,2024-04-03,36.0,,2.3865993,288.05,,,,,,,
LAL,2024-04-10,36.0,120.0,3.8011558,288.49713,,,,,,,
LAL,2024-04-17,36.0,,5.5295253,289.71,,,,,,,
LAL,2024-04-24,36.0,400.0,1.2394295,289.84427,,,,,,,
LAL,2024-05-01,36.0,20.0,4.728467,288.79855,,,,,,,
LAL,2024-05-08,36.0,880.0,3.6992164,289.10858,,,,,,,
LAL,2024-05-15,36.0,520.0,1.230511,289.60858,,,,,,,
LAL,2024-05-22,36.0,120.0,7.154847,288.89285,,,,,,,
LAL,2024-05-29,36.0,20.0,5.2065806,288.8514,,,,,,,
LAL,2024-06-05,36.0,720.0,2.2714465,290.66428,,,,,,,
LAL,2024-06-12,36.0,80.0,1.2312508,290.54144,,,,,,,
LAL,2024-06-19,36.0,40.0,3.1309803,289.99,,,,,,,
LAL,2024-06-26,36.0,1120.0,2.4385164,289.87857,,,,,,,
LAL,2024-07-03,36.0,20.0,4.002248,290.17572,,,,,,,
LAL,2024-07-10,36.0,20.0,4.024257,289.94427,,,,,,,
LAL,2024-07-17,36.0,160.0,1.6460421,291.15427,,,,,,,
LAL,2024-07-24,36.0,240.0,1.4975151,291.91428,,,,,,,
