site,Date,dsp_toxins,dsp_phyto,mean_chl,mean_sst,mean_temp,max_temp,min_temp,mean_wind_intensity,mean_wind_dir,wind_dir,rainfall
L7c1,2021-10-06,36.0,20.0,3.0650945,290.77,18.83333333333333,29.1,10.8,5.9,327.42857142857144,7.285714285714286,0.6000000000000001
L7c1,2021-10-13,25.33386691870845,20.0,4.8449187,290.9357,19.942857142857143,29.6,13.7,3.885714285714286,220.0,4.857142857142857,0.1
L7c1,2021-10-20,36.0,20.0,0.82181877,292.4457,19.82857142857143,26.9,14.2,2.942857142857143,168.42857142857142,4.857142857142857,0.0
L7c1,2021-10-27,36.0,20.0,1.2472572,293.09,17.95714285714286,24.0,11.1,4.857142857142857,201.28571428571428,8.0,0.0
L7c1,2021-11-03,36.0,20.0,1.2271765,292.0043,19.014285714285712,23.5,11.7,3.6571428571428575,181.7142857142857,4.0,0.0
L7c1,2021-11-10,36.0,20.0,3.5810645,289.41284,14.142857142857142,20.7,5.2,4.071428571428571,205.0,6.714285714285714,0.0
L7c1,2021-11-17,36.0,20.0,3.4548984,289.54715,14.542857142857144,22.1,8.1,3.2142857142857144,217.14285714285717,5.0,0.0
L7c1,2021-11-24,36.0,40.0,0.55196095,290.60428,14.785714285714286,20.5,5.2,4.328571428571428,137.0,4.142857142857143,0.0
L7c1,2021-12-01,36.0,20.0,0.70011073,289.46713,12.957142857142856,17.8,5.2,5.428571428571429,305.1428571428572,6.857142857142857,0.0
L7c1,2021-12-08,36.0,20.0,0.7098821,288.47714,13.583333333333334,17.4,6.8,4.685714285714286,338.0,7.571428571428571,0.0
L7c1,2021-12-15,36.0,20.0,0.52199405,288.35,14.728571428571428,19.6,9.2,4.742857142857143,227.8571428571429,5.0,0.0
L7c1,2021-12-29,61.0,,0.5662152,289.46857,15.885714285714286,19.5,9.5,3.357142857142857,210.14285714285717,4.571428571428571,0.0
L7c1,2022-01-05,36.0,280.0,0.66589445,289.29715,14.12857142857143,18.8,8.1,3.2142857142857144,152.57142857142858,3.4285714285714284,0.0
L7c1,2022-01-12,36.0,20.0,0.5536439,288.87714,12.157142857142857,20.2,5.7,4.257142857142857,61.71428571428572,5.857142857142857,0.0
L7c1,2022-01-19,36.0,20.0,0.86757195,289.0,12.37142857142857,16.8,7.0,4.714285714285714,76.85714285714286,1.7142857142857142,0.0
L7c1,2022-01-26,36.0,20.0,0.6089653,289.09427,12.12857142857143,17.3,4.2,3.8,65.42857142857143,1.4285714285714286,0.0
L7c1,2022-02-02,36.0,20.0,0.55668163,289.04428,13.614285714285714,20.1,6.2,4.142857142857143,63.85714285714285,1.5714285714285714,0.0
L7c1,2022-02-09,36.0,20.0,0.56299216,288.79144,13.6,19.3,7.3,3.628571428571429,133.42857142857142,4.142857142857143,0.0
L7c1,2022-02-16,36.0,20.0,1.2065703,288.68857,13.785714285714286,21.0,6.3,3.7142857142857135,264.85714285714283,6.142857142857143,1.2000000000000002
L7c1,2022-02-23,36.0,20.0,2.2771533,288.3514,14.328571428571427,20.4,7.5,5.328571428571428,215.42857142857144,6.0,0.0
L7c1,2022-03-02,36.0,,1.3757814,288.37997,14.457142857142856,19.6,8.7,3.928571428571429,127.71428571428572,3.0,14.3
L7c1,2022-03-09,36.0,20.0,0.97608703,287.86142,12.714285714285714,17.8,6.3,5.4,325.7142857142857,7.428571428571429,13.0
L7c1,2022-03-16,36.0,20.0,1.0278256,288.03854,13.12857142857143,18.7,6.1,2.9285714285714284,187.14285714285717,4.142857142857143,14.5
L7c1,2022-03-23,36.0,280.0,1.1869856,288.10428,14.642857142857142,18.8,10.1,4.4,104.57142857142856,4.571428571428571,33.7
L7c1,2022-04-06,36.0,,0.69652003,288.51855,13.185714285714283,18.9,8.1,4.828571428571428,122.57142857142856,3.7142857142857135,19.200000000000003
L7c1,2022-04-06,36.0,,0.69652003,288.51855,13.185714285714283,18.9,8.1,4.828571428571428,122.57142857142856,3.7142857142857135,19.200000000000003
L7c1,2022-04-13,36.0,,1.1068592,288.86002,14.971428571428572,19.8,8.4,4.142857142857143,268.57142857142856,6.0,27.0
L7c1,2022-04-20,36.0,20.0,2.561916,288.81,15.985714285714286,24.7,11.5,7.371428571428572,342.85714285714283,8.0,0.1
L7c1,2022-04-27,62.206943546286624,300.0,2.9125745,287.9457,14.4,19.8,7.9,5.1571428571428575,294.57142857142856,6.428571428571429,21.8
L7c1,2022-05-04,74.39608044460024,80.0,16.720366,288.3043,16.485714285714288,22.7,11.1,5.742857142857143,264.1428571428572,5.857142857142857,1.2999999999999998
L7c1,2022-05-11,36.0,120.0,9.955194,288.6357,18.414285714285715,29.0,11.5,4.442857142857143,300.85714285714283,6.714285714285714,0.7000000000000001
L7c1,2022-05-18,352.0,20.0,0.44892448,291.0657,19.228571428571428,27.4,14.2,3.242857142857143,160.71428571428572,3.571428571428572,0.4
L7c1,2022-05-25,345.0,340.0,0.6951365,290.9457,18.942857142857143,28.9,14.1,6.7,285.0,6.571428571428571,0.0
L7c1,2022-06-01,550.0,1700.0,1.0085509,291.23,19.5,25.9,12.0,4.528571428571429,197.42857142857144,4.428571428571429,0.2
L7c1,2022-06-08,550.0,320.0,0.96825016,290.68283,19.542857142857144,23.7,15.8,5.257142857142858,276.0,6.285714285714286,0.1
L7c1,2022-06-15,171.75119900218863,,3.1552136,291.7557,21.74285714285714,32.9,15.8,5.1,214.7142857142857,6.142857142857143,0.6
L7c1,2022-06-22,105.160589642773,60.0,0.8596629,291.74142,19.32857142857143,24.8,14.6,4.071428571428571,298.0,6.571428571428571,4.0
L7c1,2022-06-29,142.57994743894537,20.0,0.96092445,288.99857,18.785714285714285,24.2,14.5,5.857142857142857,315.2857142857143,7.142857142857143,0.2
L7c1,2022-07-06,72.32648608112525,20.0,2.5418563,288.87,19.071428571428573,25.9,15.3,5.871428571428572,326.1428571428572,7.428571428571429,3.5
L7c1,2022-07-20,147.06859978359114,,1.260175,294.93716,21.97142857142857,30.6,16.6,5.785714285714286,265.2857142857143,6.0,0.5
L7c1,2022-07-27,106.24763425427288,180.0,1.0431746,293.77856,21.642857142857142,30.3,17.6,6.942857142857143,346.1428571428572,8.0,0.0
L7c1,2022-08-03,94.18032827998915,160.0,1.9405302,291.75998,19.97142857142857,28.4,15.8,7.542857142857144,343.0,7.857142857142857,0.0
L7c1,2022-08-10,88.26266273985298,80.0,0.6242687,292.6914,20.24285714285714,25.1,15.1,5.6571428571428575,314.1428571428572,7.142857142857143,0.4
L7c1,2022-08-17,36.0,,2.1143737,290.33572,20.25714285714286,25.6,13.9,5.057142857142857,315.2857142857143,7.0,4.9
L7c1,2022-08-24,36.0,20.0,3.3837287,289.7214,20.8,30.5,16.3,5.971428571428571,295.1428571428572,6.714285714285714,0.0
L7c1,2022-08-31,61.18603145673775,20.0,1.9737331,291.12857,19.385714285714283,25.4,12.9,5.4,326.7142857142857,7.285714285714286,0.6000000000000001
L7c1,2022-09-07,65.04122192592749,20.0,2.1784666,290.22284,20.17142857142857,26.2,13.2,4.428571428571429,319.42857142857144,6.857142857142857,1.2
L7c1,2022-09-14,36.0,240.0,2.4661982,289.96,21.11428571428572,27.4,17.6,4.571428571428571,286.42857142857144,6.428571428571429,8.999999999999998
L7c1,2022-09-21,36.0,760.0,1.0347253,292.15427,21.3,27.3,16.3,2.942857142857143,235.42857142857144,5.285714285714286,0.0
L7c1,2022-09-28,96.65208865142654,60.0,2.5034115,291.18713,19.3,25.9,15.7,6.342857142857143,340.1428571428572,7.571428571428571,0.0
L7c1,2022-10-05,36.0,20.0,3.2796624,289.95,19.428571428571427,29.2,12.0,3.814285714285714,192.28571428571428,4.142857142857143,0.0
L7c1,2022-10-12,90.0,780.0,1.5322336,291.52,19.214285714285715,25.2,13.5,3.142857142857143,242.42857142857144,5.571428571428571,0.0
L7c1,2022-10-19,119.0,60.0,1.2256387,292.67572,19.314285714285717,26.1,12.8,3.3428571428571425,195.0,5.714285714285714,0.0
L7c1,2022-10-26,112.0,260.0,0.47247264,292.34714,19.428571428571427,23.0,15.5,3.242857142857143,181.8571428571429,4.0,0.0
L7c1,2022-11-02,77.02498277682426,40.0,0.8389519,292.9957,18.785714285714285,24.0,12.7,3.2857142857142856,131.33333333333334,4.714285714285714,0.0
L7c1,2022-11-09,36.0,20.0,0.7867445,292.56427,17.62857142857143,22.8,11.0,2.742857142857143,273.7142857142857,6.285714285714286,0.0
L7c1,2022-11-16,36.0,20.0,0.796442,291.7143,17.271428571428572,21.5,10.7,2.9857142857142853,149.0,3.2857142857142856,0.0
L7c1,2022-11-23,36.0,20.0,0.66796404,290.75287,16.685714285714287,20.9,9.6,3.971428571428572,288.85714285714283,6.285714285714286,0.0
L7c1,2022-11-30,36.0,20.0,4.388482,289.5957,13.983333333333334,20.7,6.2,2.942857142857143,84.71428571428571,6.285714285714286,0.0
L7c1,2022-12-07,36.0,20.0,0.73540515,289.86856,,,,,,,0.0
L7c1,2022-12-14,36.0,20.0,0.90750116,290.11856,,,,,,,0.0
L7c1,2022-12-21,36.0,20.0,0.726586,289.79715,,,,,,,0.0
L7c1,2022-12-28,36.0,40.0,0.8864024,290.59714,,,,,,,0.0
L7c1,2023-01-04,36.0,20.0,0.8421751,290.86713,,,,,,,0.0
L7c1,2023-01-11,36.0,20.0,0.528379,291.0186,,,,,,,0.0
L7c1,2023-01-18,36.0,,0.8423129,289.9243,,,,,,,0.0
L7c1,2023-01-25,36.0,20.0,2.1605594,288.81427,,,,,,,0.0
L7c1,2023-02-01,36.0,20.0,1.7638762,288.37286,,,,,,,0.0
L7c1,2023-02-08,36.0,20.0,1.66533,288.45285,,,,,,,0.0
L7c1,2023-02-22,36.0,,1.1468182,288.9243,,,,,,,0.0
L7c1,2023-03-01,36.0,20.0,0.72068936,288.6743,,,,,,,0.0
L7c1,2023-03-08,36.0,20.0,0.7615609,288.26572,,,,,,,0.0
L7c1,2023-03-15,36.0,20.0,0.5857563,288.84,,,,,,,0.0
L7c1,2023-03-22,36.0,,12.024506,288.54144,,,,,,,0.0
L7c1,2023-03-29,36.0,40.0,8.41363,288.82,,,,,,,0.0
L7c1,2023-04-05,36.0,20.0,5.568505,288.80142,,,,,,,0.0
L7c1,2023-04-12,67.2201087200695,1960.0,9.35261,289.32,,,,,,,0.0
L7c1,2023-04-19,135.26996338027,900.0,4.180083,289.18857,,,,,,,0.0
L7c1,2023-04-26,124.917590719481,20.0,1.3663005,290.3414,,,,,,,0.0
L7c1,2023-05-03,73.9241477934635,80.0,1.6284965,290.79715,,,,,,,0.0
L7c1,2023-05-17,36.0,20.0,1.8839319,288.29572,,,,,,,0.0
L7c1,2023-06-21,69.6098287015287,240.0,1.55194,291.2743,,,,,,,0.0
L7c1,2023-06-28,36.0,40.0,0.99585044,293.08002,,,,,,,0.0
L7c1,2023-07-12,36.0,,1.7195234,292.14142,,,,,,,0.0
L7c1,2023-07-19,36.0,,5.7005334,290.82428,,,,,,,0.0
L7c1,2023-07-26,36.0,,11.748331,289.5543,,,,,,,0.0
L7c1,2023-08-02,36.0,20.0,9.25052,289.1443,,,,,,,0.0
L7c1,2023-08-09,36.0,20.0,6.2058334,290.68857,,,,,,,0.0
L7c1,2023-08-16,36.0,20.0,3.124537,290.64426,,,,,,,0.0
L7c1,2023-08-23,62.027724874638,20.0,2.489015,291.96,,,,,,,0.0
L7c1,2023-08-30,60.0742375968239,40.0,2.3347194,293.16714,,,,,,,0.0
L7c1,2023-09-06,36.0,20.0,2.3500977,291.5414,,,,,,,0.0
L7c1,2023-09-13,36.0,380.0,1.1412405,293.83282,,,,,,,0.0
L7c1,2023-09-20,53.3456187028844,40.0,1.5021635,293.04715,,,,,,,0.0
L7c1,2023-09-27,36.0,20.0,5.107928,291.48285,,,,,,,0.0
L7c1,2023-10-04,64.60922626894799,680.0,1.1914256,293.15717,,,,,,,0.0
L7c1,2023-10-11,36.0,60.0,0.63666075,294.4943,,,,,,,0.0
L7c1,2023-10-18,36.0,20.0,0.58050907,294.74142,,,,,,,0.0
L7c1,2023-10-25,36.0,20.0,0.6888874,292.92285,,,,,,,0.0
L7c1,2023-11-08,36.0,20.0,1.0155771,291.23712,,,,,,,0.0
L7c1,2023-11-15,36.0,20.0,2.28233,290.4957,,,,,,,0.0
L7c1,2023-11-22,36.0,20.0,9.910407,290.3557,,,,,,,0.0
L7c1,2023-11-29,36.0,20.0,1.2445652,290.2914,,,,,,,0.0
L7c1,2023-12-06,36.0,40.0,0.3900492,290.35,,,,,,,0.0
L7c1,2023-12-13,36.0,20.0,1.0310143,290.4943,,,,,,,0.0
L7c1,2023-12-20,36.0,20.0,0.49367648,290.23,,,,,,,0.0
L7c1,2024-01-10,36.0,20.0,0.34318098,290.18857,12.585714285714284,18.5,2.6,3.157142857142857,129.42857142857142,2.857142857142857,23.3
L7c1,2024-01-10,68.8655542827993,20.0,0.34318098,290.18857,12.585714285714284,18.5,2.6,3.157142857142857,129.42857142857142,2.857142857142857,23.3
L7c1,2024-01-17,36.0,20.0,0.31672287,289.75287,16.4,20.4,6.8,4.528571428571429,142.42857142857142,3.142857142857143,8.2
L7c1,2024-01-24,36.0,20.0,0.5853675,289.80426,13.5,19.0,4.7,4.18,192.6,4.4,42.0
L7c1,2024-01-31,36.0,20.0,0.27021876,289.87286,,,,,,,0.0
L7c1,2024-02-07,36.0,20.0,0.51671517,290.24142,,,,,,,
L7c1,2024-02-14,36.0,20.0,0.29843566,289.97427,,,,,,,
L7c1,2024-02-21,36.0,20.0,1.0742155,289.85284,,,,,,,
L7c1,2024-03-06,36.0,20.0,0.7858195,288.4757,,,,,,,
L7c1,2024-03-13,36.0,20.0,0.5718103,287.9857,,,,,,,
L7c1,2024-03-20,36.0,60.0,4.00448,288.6557,,,,,,,
L7c1,2024-03-27,77.2619967088148,240.0,0.9414273,288.8757,,,,,,,
L7c1,2024-04-03,90.8068594157031,20.0,1.0132927,288.32,,,,,,,
L7c1,2024-04-10,36.0,60.0,2.3976781,288.84283,,,,,,,
L7c1,2024-04-17,203.723720779535,1900.0,1.4348265,289.70856,,,,,,,
L7c1,2024-05-01,413.989629018575,20.0,1.6341125,288.9643,,,,,,,
L7c1,2024-05-08,70.0678372429065,60.0,7.5304093,288.91428,,,,,,,
L7c1,2024-05-22,36.0,20.0,2.3111725,288.58713,,,,,,,
L7c1,2024-06-19,36.0,20.0,0.9987459,289.40286,,,,,,,
L7c1,2024-06-26,36.0,20.0,3.622312,289.44855,,,,,,,
L7c1,2024-07-03,36.0,20.0,6.5361257,289.33572,,,,,,,
L7c1,2024-07-10,36.0,100.0,2.3037124,289.44998,,,,,,,
L7c1,2024-07-17,36.0,20.0,3.7781234,289.52426,,,,,,,
L7c1,2024-07-24,121.533463097894,360.0,2.4205968,290.1443,,,,,,,
L7c1,2024-07-31,129.602247196417,260.0,1.5294982,290.76428,,,,,,,
L7c1,2024-08-07,187.352469814318,60.0,1.1714793,291.80286,,,,,,,
L7c1,2024-08-14,321.197225382417,340.0,0.91017187,292.89716,,,,,,,
L7c1,2024-08-21,147.871709710892,400.0,6.793068,291.37286,,,,,,,
L7c1,2024-08-28,247.00155271025,420.0,2.420316,292.00858,,,,,,,
L7c1,2024-09-04,138.151662256594,1840.0,1.04723,292.19144,,,,,,,
L7c1,2024-09-11,118.402968859997,20.0,4.4592023,288.76428,,,,,,,
L7c1,2024-09-18,103.639788514567,360.0,4.0170817,290.40286,,,,,,,
L7c1,2024-09-25,63.7178659645146,140.0,0.51455307,293.05283,,,,,,,
L7c1,2024-10-02,80.3672647665548,20.0,2.2528822,292.05,,,,,,,
L7c1,2024-10-09,36.0,220.0,0.9047684,291.16287,,,,,,,
L7c1,2024-10-16,36.0,300.0,1.0898467,291.18,,,,,,,
L7c1,2024-10-23,70.3972037151114,40.0,1.0020708,291.81714,,,,,,,
L7c1,2024-10-30,66.9955967303243,160.0,1.1780227,291.81,,,,,,,
L7c1,2024-11-06,57.3026866984177,700.0,0.6411258,291.8343,,,,,,,
L7c1,2024-11-13,36.0,20.0,0.94303405,292.3343,,,,,,,
L7c1,2024-11-20,36.0,3300.0,1.5890009,291.95142,,,,,,,
L7c1,2024-11-27,36.0,980.0,0.8849765,291.96573,,,,,,,
L7c1,2024-12-04,36.0,2400.0,0.9470647,291.8643,,,,,,,
L7c1,2024-12-11,36.0,100.0,1.252544,291.38998,,,,,,,
L7c1,2025-01-01,36.0,,0.35018143,290.53333,,,,,,,
L7c1,2025-01-08,36.0,,,,,,,,,,
L7c1,2025-01-15,36.0,20.0,,,,,,,,,
L7c1,2025-01-29,36.0,20.0,,,,,,,,,
L7c1,2025-02-05,36.0,20.0,,,,,,,,,
L7c1,2025-02-12,36.0,20.0,,,,,,,,,
L7c1,2025-02-19,36.0,20.0,,,,,,,,,
L7c1,2025-02-26,36.0,280.0,,,,,,,,,
L7c1,2025-03-12,36.0,120.0,,,,,,,,,
L7c1,2025-03-19,36.0,20.0,,,,,,,,,
L7c1,2025-03-26,36.0,20.0,,,,,,,,,
L7c1,2025-04-09,36.0,,,,,,,,,,
L7c1,2025-04-16,108.46684729704,1040.0,,,,,,,,,
L7c1,2025-04-23,36.0,20.0,,,,,,,,,
L7c1,2025-05-07,36.0,40.0,,,,,,,,,
L7c1,2025-05-14,36.0,,,,,,,,,,
L7c1,2025-05-21,36.0,20.0,,,,,,,,,
L7c1,2025-05-28,36.0,,,,,,,,,,
L7c1,2025-06-04,59.0945835699775,60.0,,,,,,,,,
L7c1,2025-06-18,60.5514180734204,180.0,,,,,,,,,
L7c1,2025-06-18,36.0,,,,,,,,,,
L7c1,2025-07-02,228.639119781855,20.0,,,,,,,,,
L7c1,2025-07-09,125.123455154042,420.0,,,,,,,,,
L7c1,2025-07-16,65.2821877363565,80.0,,,,,,,,,
L7c1,2025-07-30,58.4260234487916,40.0,,,,,,,,,
L7c1,2025-08-06,36.0,,,,,,,,,,
L7c1,2025-08-13,36.0,80.0,,,,,,,,,
L7c1,2025-08-27,36.0,120.0,,,,,,,,,
L7c1,2025-09-03,36.0,40.0,,,,,,,,,
L7c1,2025-09-10,36.0,80.0,,,,,,,,,
L7c1,2025-09-17,36.0,20.0,,,,,,,,,
L7c1,2025-09-24,36.0,20.0,,,,,,,,,
L7c1,2025-10-01,71.2235700597985,20.0,,,,,,,,,
L7c1,2025-10-08,63.14260319364124,380.0,,,,,,,,,
L7c1,2025-10-15,36.0,640.0,,,,,,,,,
L7c1,2025-10-22,139.1690878440655,320.0,,,,,,,,,
L7c1,2025-10-29,75.52357319567362,80.0,,,,,,,,,
L7c1,2025-11-05,68.64673303260338,160.0,,,,,,,,,
LAG,2021-01-06,36.0,20.0,1.2071635,288.45334,6.116666666666667,15.4,-2.6,0.8833333333333333,101.66666666666669,2.1666666666666665,5.2
LAG,2021-01-13,36.0,20.0,1.6316103,288.05856,4.585714285714286,15.6,-6.3,1.3857142857142857,53.142857142857146,1.1428571428571428,0.0
LAG,2021-01-20,36.0,20.0,1.2647496,287.79855,7.871428571428572,19.4,-3.9,0.9285714285714286,95.85714285714286,2.142857142857143,3.7
LAG,2021-01-27,36.0,20.0,0.91278297,287.96143,15.028571428571428,21.4,7.5,1.7714285714285716,245.0,5.428571428571429,17.599999999999998
LAG,2021-02-03,36.0,20.0,1.023045,288.05142,14.514285714285714,18.6,10.7,1.1285714285714286,177.71428571428572,4.857142857142857,11.6
LAG,2021-02-10,36.0,20.0,1.399357,287.91998,13.428571428571429,17.7,9.7,1.7428571428571429,227.8571428571429,6.142857142857143,65.5
LAG,2021-02-17,36.0,20.0,7.3610163,287.69,12.928571428571429,23.8,-0.9,2.128571428571429,170.42857142857142,4.857142857142857,2.0
LAG,2021-02-24,36.0,20.0,2.3695643,287.97855,13.271428571428572,21.1,2.7,1.6,190.0,4.142857142857143,28.5
LAG,2021-03-03,36.0,200.0,2.2177918,288.2557,12.514285714285714,20.7,4.3,2.2285714285714286,143.85714285714286,3.2857142857142856,3.4000000000000004
LAG,2021-03-10,36.0,20.0,5.3518143,288.62857,12.157142857142857,20.7,0.6,1.4428571428571428,110.42857142857144,4.571428571428571,11.3
LAG,2021-03-17,36.0,20.0,10.641133,288.64285,11.771428571428572,26.6,1.3,1.2857142857142858,54.85714285714285,1.2857142857142858,0.2
LAG,2021-03-24,36.0,20.0,20.300257,288.87997,10.071428571428571,23.9,-2.1,1.3142857142857145,86.85714285714286,2.857142857142857,0.0
LAG,2021-03-31,36.0,20.0,2.345179,289.3043,15.8,25.7,-0.1,1.6142857142857143,102.42857142857144,2.2857142857142856,2.0
LAG,2021-04-07,36.0,20.0,2.5744884,289.75858,14.7,22.8,6.1,1.2428571428571429,223.0,7.285714285714286,8.8
LAG,2021-04-14,36.0,20.0,2.6680872,290.40427,15.357142857142858,24.1,4.6,1.5,186.0,5.285714285714286,6.3
LAG,2021-04-21,36.0,20.0,1.0608182,291.12143,15.1,23.6,5.3,1.0285714285714287,220.42857142857144,6.142857142857143,19.5
LAG,2021-04-28,36.0,20.0,0.85687083,291.02,16.814285714285713,23.2,9.1,1.7,210.57142857142856,4.571428571428571,15.6
LAG,2021-05-05,36.0,20.0,4.4975514,290.1557,13.62857142857143,22.9,1.7,1.2285714285714284,237.42857142857144,6.428571428571429,0.1
LAG,2021-05-12,36.0,20.0,3.1200213,289.62,15.085714285714284,22.5,5.5,1.5285714285714285,176.42857142857142,7.142857142857143,10.3
LAG,2021-05-19,36.0,20.0,15.452703,288.53857,17.285714285714285,24.0,6.2,1.8,108.71428571428572,8.0,1.0
LAG,2021-05-26,36.0,40.0,6.3140426,289.03998,16.585714285714285,26.8,7.5,2.042857142857143,151.0,7.714285714285714,0.0
LAG,2021-06-02,36.0,20.0,3.4290733,290.36996,17.32857142857143,26.5,5.0,1.3,274.85714285714283,7.285714285714286,0.0
LAG,2021-06-09,36.0,40.0,8.429934,290.08286,17.45714285714286,27.5,7.2,1.7285714285714284,197.57142857142856,7.857142857142857,0.0
LAG,2021-09-01,108.776365673548,20.0,2.6936634,291.6257,20.357142857142858,27.5,8.2,1.2142857142857142,297.0,6.571428571428571,0.0
LAG,2021-09-08,164.20618231256492,320.0,6.4269247,292.19855,21.142857142857142,33.0,9.5,1.4285714285714286,261.42857142857144,6.0,0.1
LAG,2021-09-15,152.78136241900464,240.0,2.8151052,293.7757,21.24285714285714,30.5,11.8,1.3285714285714287,258.2857142857143,5.714285714285714,10.3
LAG,2021-09-22,257.55025230284525,20.0,2.3203561,293.75,19.25714285714286,31.2,9.4,1.5142857142857142,195.0,7.857142857142857,0.0
LAG,2021-09-29,174.2195262641946,20.0,4.7024884,293.9,17.914285714285715,26.8,8.0,1.2714285714285716,208.8571428571429,6.857142857142857,0.0
LAG,2021-10-06,58.18379594176637,40.0,6.3868294,292.08142,16.78333333333333,29.6,6.0,1.6714285714285713,96.14285714285714,4.428571428571429,5.3
LAG,2021-10-13,36.0,20.0,2.689939,292.19855,17.157142857142855,30.9,7.4,1.1,227.8571428571429,5.142857142857143,0.0
LAG,2021-10-20,83.52200504891037,20.0,1.7840077,292.69427,17.04285714285714,31.7,4.5,0.9285714285714286,127.28571428571428,2.857142857142857,0.0
LAG,2021-10-27,36.0,280.0,6.0886455,293.33002,13.971428571428572,26.9,2.8,1.157142857142857,69.85714285714286,4.857142857142857,0.0
LAG,2021-11-03,36.0,80.0,2.3652093,292.0557,18.185714285714287,26.4,3.7,1.4428571428571428,193.57142857142856,4.142857142857143,21.8
LAG,2021-11-10,36.0,40.0,8.916968,290.03714,9.342857142857143,23.3,-2.0,1.042857142857143,52.57142857142857,2.2857142857142856,0.1
LAG,2021-11-17,36.0,40.0,5.7555246,289.97284,9.542857142857144,24.5,-1.6,0.8142857142857143,99.0,2.142857142857143,0.0
LAG,2021-11-24,36.0,20.0,1.1195157,290.68143,12.37142857142857,24.0,-0.1,1.2857142857142858,86.14285714285714,1.8571428571428568,34.1
LAG,2021-12-08,36.0,20.0,1.7228296,288.66,11.44285714285714,18.1,-1.0,1.1428571428571428,89.85714285714286,4.285714285714286,15.6
LAG,2021-12-15,36.0,20.0,1.4750415,288.55142,13.228571428571428,24.5,2.1,1.4142857142857144,163.57142857142858,4.857142857142857,0.4
LAG,2021-12-22,36.0,20.0,1.2568996,288.7143,15.042857142857144,19.8,1.4,2.7857142857142856,122.85714285714286,2.7142857142857144,35.0
LAG,2021-12-29,36.0,20.0,1.0685211,289.18573,15.4,21.6,6.1,1.3857142857142857,226.14285714285717,4.857142857142857,31.9
LAG,2022-01-05,61.0,20.0,1.356845,289.10284,12.75,22.7,3.9,0.975,129.75,2.75,0.1
LAG,2022-01-12,36.0,20.0,1.4943506,288.80142,9.957142857142856,21.7,-0.3,1.4428571428571428,80.0,3.0,0.1
LAG,2022-01-19,36.0,20.0,2.0946846,288.72,9.657142857142857,19.5,-0.7,1.4714285714285715,126.85714285714286,2.7142857142857144,0.1
LAG,2022-01-26,36.0,80.0,0.8285528,288.95712,8.714285714285714,19.6,-2.9,1.0,107.0,2.2857142857142856,0.3
LAG,2022-02-02,36.0,20.0,1.2464015,288.96713,9.585714285714284,23.5,-2.8,1.1857142857142855,137.57142857142858,3.142857142857143,0.0
LAG,2022-02-09,36.0,20.0,1.419393,288.83713,11.12857142857143,24.3,-0.7,1.3,125.66666666666669,2.571428571428572,0.0
LAG,2022-02-16,36.0,,1.8567107,288.71,10.485714285714286,21.8,-2.1,1.1428571428571428,132.0,4.142857142857143,1.9
LAG,2022-02-23,36.0,20.0,5.0009108,288.45428,12.342857142857143,25.4,-0.7,1.6857142857142855,35.0,5.142857142857143,0.0
LAG,2022-03-02,36.0,,2.1091564,288.39716,11.8,21.2,1.8,0.9428571428571428,208.7142857142857,5.714285714285714,14.2
LAG,2022-03-09,36.0,,3.0893576,287.9957,10.4,18.7,-2.7,1.2285714285714284,139.85714285714286,5.428571428571429,13.1
LAG,2022-03-30,36.0,,1.5960407,288.39142,14.771428571428572,21.8,5.1,2.071428571428572,74.85714285714286,1.8571428571428568,9.2
LAG,2022-04-06,36.0,20.0,0.7983896,288.70428,12.414285714285716,22.2,0.2,1.6714285714285713,118.28571428571428,3.7142857142857135,18.5
LAG,2022-04-13,36.0,20.0,0.94388866,288.99857,14.042857142857144,22.8,4.6,1.4285714285714286,239.28571428571428,6.428571428571429,26.3
LAG,2022-04-20,36.0,20.0,2.2037013,289.08,14.257142857142856,25.8,5.1,1.4857142857142858,193.57142857142856,6.714285714285714,0.1
LAG,2022-04-27,36.0,20.0,6.744884,287.88715,13.1,21.3,4.9,1.6,269.85714285714283,6.0,30.500000000000004
LAG,2022-05-04,36.0,20.0,9.13108,288.56143,15.142857142857142,25.0,5.6,1.6,232.28571428571428,6.285714285714286,2.6
LAG,2022-05-18,352.0,20.0,1.173483,291.46,18.47142857142857,29.8,7.6,1.4428571428571428,277.1428571428572,6.142857142857143,0.0
LAG,2022-06-22,161.40484388863547,20.0,5.095897,292.23428,18.714285714285715,26.6,7.5,1.3857142857142857,298.2857142857143,6.714285714285714,0.8999999999999999
LAG,2022-06-29,36.0,20.0,7.679868,289.13715,18.128571428571423,26.2,9.4,1.6714285714285717,230.28571428571428,7.285714285714286,1.9
LAG,2022-07-06,66.05046268165376,20.0,7.7082987,289.7443,19.38571428571429,26.8,9.0,1.5285714285714285,283.42857142857144,7.428571428571429,0.0
LAG,2022-07-13,36.0,160.0,1.210478,293.51715,25.042857142857144,38.8,10.6,1.914285714285714,293.1428571428572,6.571428571428571,0.0
LAG,2022-07-20,65.38714122228187,40.0,1.930577,295.77,21.77142857142857,34.3,10.8,1.8,259.42857142857144,7.0,0.0
LAG,2022-07-27,54.56001701624462,20.0,1.4865457,294.76855,20.77142857142857,36.6,9.0,1.4142857142857144,339.2857142857143,7.428571428571429,0.0
