date,site,phyto
2025-02-12 00:00:00.000000000,FAR1,40
2025-02-12 00:00:00.000000000,RIAV1,20
2025-02-17 00:00:00.000000000,FAR1,20
2025-02-18 00:00:00.000000000,L7c1,20
2025-02-18 00:00:00.000000000,RIAV1,20
2025-02-19 00:00:00.000000000,L5b,80
2025-02-19 00:00:00.000000000,LAL,20
2025-02-24 00:00:00.000000000,L5b,20
2025-02-25 00:00:00.000000000,L7c1,280
2025-02-25 00:00:00.000000000,LAG,40
2025-02-25 00:00:00.000000000,POR2,20
2025-02-25 00:00:00.000000000,RIAV1,80
2025-02-26 00:00:00.000000000,FAR1,40
2025-02-26 00:00:00.000000000,L5b,20
2025-02-26 00:00:00.000000000,LAL,40
2025-02-26 00:00:00.000000000,ETJ1,20
2025-02-26 00:00:00.000000000,RIAV1,60
2025-03-03 00:00:00.000000000,LAL,20
2025-03-03 00:00:00.000000000,RIAV1,20
2025-03-03 00:00:00.000000000,RIAV1,20
2025-03-03 00:00:00.000000000,L5b,20
2025-03-03 00:00:00.000000000,ETJ1,20
2025-03-03 00:00:00.000000000,L5b,20
2025-03-05 00:00:00.000000000,FAR1,20
2025-03-06 00:00:00.000000000,L7c1,120
2025-03-06 00:00:00.000000000,LAG,240
2025-03-10 00:00:00.000000000,FAR1,20
2025-03-10 00:00:00.000000000,RIAV1,20
2025-03-11 00:00:00.000000000,POR2,20
2025-03-11 00:00:00.000000000,LAG,20
2025-03-12 00:00:00.000000000,RIAV1,20
2025-03-13 00:00:00.000000000,ETJ1,20
2025-03-13 00:00:00.000000000,LAL,40
2025-03-13 00:00:00.000000000,L5b,20
2025-03-17 00:00:00.000000000,ETJ1,20
2025-03-17 00:00:00.000000000,LAL,20
2025-03-17 00:00:00.000000000,RIAV1,20
2025-03-17 00:00:00.000000000,L5b,20
2025-03-17 00:00:00.000000000,L5b,20
2025-03-18 00:00:00.000000000,L7c1,20
2025-03-18 00:00:00.000000000,LAG,20
2025-03-18 00:00:00.000000000,POR2,20
2025-03-18 00:00:00.000000000,RIAV1,40
2025-03-19 00:00:00.000000000,FAR1,40
2025-03-25 00:00:00.000000000,L7c1,20
2025-03-25 00:00:00.000000000,LAG,800
2025-03-25 00:00:00.000000000,POR2,80
2025-03-25 00:00:00.000000000,RIAV1,80
2025-03-26 00:00:00.000000000,FAR1,20
2025-03-26 00:00:00.000000000,RIAV1,20
2025-03-27 00:00:00.000000000,LAL,80
2025-03-27 00:00:00.000000000,L5b,20
2025-03-27 00:00:00.000000000,ETJ1,20
2025-03-31 00:00:00.000000000,RIAV1,20
2025-03-31 00:00:00.000000000,L5b,20
2025-04-01 00:00:00.000000000,RIAV1,20
2025-04-02 00:00:00.000000000,FAR1,20
2025-04-03 00:00:00.000000000,LAL,20
2025-04-03 00:00:00.000000000,L5b,20
2025-04-03 00:00:00.000000000,ETJ1,20
2025-04-08 00:00:00.000000000,RIAV1,20
2025-04-08 00:00:00.000000000,POR2,200
2025-04-09 00:00:00.000000000,RIAV1,20
2025-04-09 00:00:00.000000000,L5b,80
2025-04-09 00:00:00.000000000,LAL,20
2025-04-14 00:00:00.000000000,L5b,60
2025-04-14 00:00:00.000000000,FAR1,20
2025-04-14 00:00:00.000000000,ETJ1,20
2025-04-14 00:00:00.000000000,L5b,20
2025-04-14 00:00:00.000000000,LAL,40
2025-04-15 00:00:00.000000000,RIAV1,60
2025-04-15 00:00:00.000000000,POR2,320
2025-04-15 00:00:00.000000000,L7c1,1040
2025-04-22 00:00:00.000000000,LAL,20
2025-04-22 00:00:00.000000000,L5b,20
2025-04-22 00:00:00.000000000,RIAV1,80
2025-04-22 00:00:00.000000000,L7c1,20
2025-04-22 00:00:00.000000000,RIAV1,280
2025-04-23 00:00:00.000000000,FAR1,40
2025-04-28 00:00:00.000000000,LAL,20
2025-04-29 00:00:00.000000000,L5b,20
2025-04-29 00:00:00.000000000,L5b,20
2025-04-29 00:00:00.000000000,ETJ1,20
2025-04-29 00:00:00.000000000,RIAV1,20
2025-04-29 00:00:00.000000000,RIAV1,20
2025-05-06 00:00:00.000000000,POR2,20
2025-05-06 00:00:00.000000000,L7c1,40
2025-05-06 00:00:00.000000000,RIAV1,20
2025-05-06 00:00:00.000000000,LAG,20
2025-05-07 00:00:00.000000000,LAL,40
2025-05-07 00:00:00.000000000,L5b,20
2025-05-07 00:00:00.000000000,ETJ1,20
2025-05-07 00:00:00.000000000,RIAV1,20
2025-05-07 00:00:00.000000000,FAR1,20
2025-05-12 00:00:00.000000000,FAR1,20
2025-05-13 00:00:00.000000000,POR2,20
2025-05-13 00:00:00.000000000,RIAV1,40
2025-05-13 00:00:00.000000000,LAG,20
2025-05-14 00:00:00.000000000,LAL,40
2025-05-14 00:00:00.000000000,L5b,20
2025-05-14 00:00:00.000000000,ETJ1,20
2025-05-14 00:00:00.000000000,RIAV1,380
2025-05-19 00:00:00.000000000,L5b,40
2025-05-19 00:00:00.000000000,ETJ1,40
2025-05-19 00:00:00.000000000,LAL,40
2025-05-19 00:00:00.000000000,L5b,20
2025-05-20 00:00:00.000000000,L7c1,20
2025-05-21 00:00:00.000000000,FAR1,20
2025-05-21 00:00:00.000000000,RIAV1,400
2025-05-21 00:00:00.000000000,RIAV1,260
2025-05-26 00:00:00.000000000,RIAV1,40
2025-05-26 00:00:00.000000000,L5b,80
2025-05-27 00:00:00.000000000,LAL,20
2025-05-27 00:00:00.000000000,ETJ1,60
2025-05-27 00:00:00.000000000,L5b,60
2025-05-27 00:00:00.000000000,POR2,80
2025-06-03 00:00:00.000000000,LAG,20
2025-06-03 00:00:00.000000000,LAL,20
2025-06-03 00:00:00.000000000,L5b,520
2025-06-03 00:00:00.000000000,ETJ1,120
2025-06-03 00:00:00.000000000,L7c1,60
2025-06-03 00:00:00.000000000,POR2,20
2025-06-04 00:00:00.000000000,RIAV1,20
2025-06-04 00:00:00.000000000,FAR1,20
2025-06-04 00:00:00.000000000,RIAV1,280
2025-06-09 00:00:00.000000000,L5b,80
2025-06-09 00:00:00.000000000,RIAV1,160
2025-06-11 00:00:00.000000000,RIAV1,80
2025-06-12 00:00:00.000000000,LAG,160
2025-06-12 00:00:00.000000000,L7c1,180
2025-06-12 00:00:00.000000000,L5b,180
2025-06-12 00:00:00.000000000,LAL,20
2025-06-12 00:00:00.000000000,POR2,200
2025-06-16 00:00:00.000000000,RIAV1,300
2025-06-17 00:00:00.000000000,POR2,160
2025-06-18 00:00:00.000000000,LAL,20
2025-06-18 00:00:00.000000000,ETJ1,480
2025-06-18 00:00:00.000000000,L5b,360
2025-06-23 00:00:00.000000000,RIAV1,840
2025-06-23 00:00:00.000000000,FAR1,20
2025-06-23 00:00:00.000000000,L5b,1560
2025-06-24 00:00:00.000000000,LAG,280
2025-06-24 00:00:00.000000000,POR2,440
2025-06-25 00:00:00.000000000,LAL,20
2025-06-25 00:00:00.000000000,L5b,2
2025-06-25 00:00:00.000000000,ETJ1,240
2025-06-25 00:00:00.000000000,RIAV1,20
2025-06-30 00:00:00.000000000,LAL,20
2025-07-01 00:00:00.000000000,LAG,40
2025-07-01 00:00:00.000000000,L7c1,20
2025-07-01 00:00:00.000000000,ETJ1,200
2025-07-01 00:00:00.000000000,RIAV1,200
2025-07-01 00:00:00.000000000,L5b,600
2025-07-02 00:00:00.000000000,RIAV1,20
2025-07-07 00:00:00.000000000,L5b,1120
2025-07-07 00:00:00.000000000,RIAV1,680
2025-07-07 00:00:00.000000000,LAL,40
2025-07-07 00:00:00.000000000,ETJ1,20
2025-07-07 00:00:00.000000000,L5b,80
2025-07-08 00:00:00.000000000,L7c1,420
2025-07-08 00:00:00.000000000,LAG,20
2025-07-08 00:00:00.000000000,POR2,40
2025-07-09 00:00:00.000000000,FAR1,20
2025-07-09 00:00:00.000000000,RIAV1,340
2025-07-14 00:00:00.000000000,RIAV1,1180
2025-07-15 00:00:00.000000000,L7c1,80
2025-07-15 00:00:00.000000000,LAG,40
2025-07-16 00:00:00.000000000,FAR1,20
2025-07-17 00:00:00.000000000,L5b,440
2025-07-17 00:00:00.000000000,LAL,80
2025-07-17 00:00:00.000000000,ETJ1,80
2025-07-21 00:00:00.000000000,FAR1,20
2025-07-21 00:00:00.000000000,L5b,540
2025-07-22 00:00:00.000000000,LAG,20
2025-07-22 00:00:00.000000000,POR2,20
2025-07-22 00:00:00.000000000,RIAV1,440
2025-07-23 00:00:00.000000000,RIAV1,1380
2025-07-24 00:00:00.000000000,ETJ1,100
2025-07-24 00:00:00.000000000,L5b,280
2025-07-24 00:00:00.000000000,LAL,120
2025-07-28 00:00:00.000000000,LAL,20
2025-07-28 00:00:00.000000000,L5b,360
2025-07-28 00:00:00.000000000,ETJ1,80
2025-07-28 00:00:00.000000000,FAR1,20
2025-07-29 00:00:00.000000000,L7c1,40
2025-07-29 00:00:00.000000000,RIAV1,840
2025-07-30 00:00:00.000000000,RIAV1,880
2025-08-04 00:00:00.000000000,L5b,40
2025-08-05 00:00:00.000000000,RIAV1,2920
2025-08-06 00:00:00.000000000,RIAV1,440
2025-08-07 00:00:00.000000000,LAL,120
2025-08-11 00:00:00.000000000,RIAV1,440
2025-08-12 00:00:00.000000000,L7c1,80
2025-08-13 00:00:00.000000000,ETJ1,100
2025-08-13 00:00:00.000000000,L5b,540
2025-08-13 00:00:00.000000000,LAL,20
2025-08-19 00:00:00.000000000,L5b,100
2025-08-20 00:00:00.000000000,RIAV1,380
2025-08-21 00:00:00.000000000,LAL,20
2025-08-21 00:00:00.000000000,L5b,120
2025-08-25 00:00:00.000000000,LAL,360
2025-08-25 00:00:00.000000000,L5b,20
2025-08-25 00:00:00.000000000,ETJ1,20
2025-08-25 00:00:00.000000000,POR2,360
2025-08-25 00:00:00.000000000,LAG,680
2025-08-26 00:00:00.000000000,L7c1,120
2025-08-27 00:00:00.000000000,FAR1,20
2025-08-27 00:00:00.000000000,RIAV1,920
2025-08-27 00:00:00.000000000,RIAV1,1600
2025-09-01 00:00:00.000000000,L5b,20
2025-09-01 00:00:00.000000000,ETJ1,20
2025-09-01 00:00:00.000000000,LAL,240
2025-09-02 00:00:00.000000000,LAG,80
2025-09-02 00:00:00.000000000,L7c1,40
2025-09-02 00:00:00.000000000,L5b,20
2025-09-03 00:00:00.000000000,RIAV1,200
2025-09-08 00:00:00.000000000,FAR1,20
2025-09-08 00:00:00.000000000,RIAV1,200
2025-09-09 00:00:00.000000000,POR2,160
2025-09-09 00:00:00.000000000,L7c1,80
2025-09-09 00:00:00.000000000,LAG,40
2025-09-10 00:00:00.000000000,L5b,40
2025-09-10 00:00:00.000000000,RIAV1,580
2025-09-10 00:00:00.000000000,LAL,40
2025-09-15 00:00:00.000000000,LAL,600
2025-09-15 00:00:00.000000000,L5b,40
2025-09-15 00:00:00.000000000,ETJ1,20
2025-09-16 00:00:00.000000000,LAG,20
2025-09-16 00:00:00.000000000,L5b,20
2025-09-16 00:00:00.000000000,L7c1,20
2025-09-16 00:00:00.000000000,POR2,20
2025-09-17 00:00:00.000000000,RIAV1,2020
2025-09-17 00:00:00.000000000,FAR1,20
2025-09-17 00:00:00.000000000,RIAV1,1240
2025-09-22 00:00:00.000000000,RIAV1,200
2025-09-22 00:00:00.000000000,LAG,20
2025-09-22 00:00:00.000000000,FAR1,20
2025-09-23 00:00:00.000000000,POR2,40
2025-09-23 00:00:00.000000000,RIAV1,180
2025-09-23 00:00:00.000000000,L7c1,20
2025-09-25 00:00:00.000000000,LAL,2120
2025-09-25 00:00:00.000000000,ETJ1,20
2025-09-25 00:00:00.000000000,L5b,20
2025-09-30 00:00:00.000000000,POR2,20
2025-09-30 00:00:00.000000000,LAG,20
2025-09-30 00:00:00.000000000,L7c1,20
2025-10-01 00:00:00.000000000,FAR1,20
2025-10-01 00:00:00.000000000,RIAV1,80
2025-10-01 00:00:00.000000000,RIAV1,140
2025-10-01 00:00:00.000000000,L5b,20
2025-10-01 00:00:00.000000000,ETJ1,20
2025-10-01 00:00:00.000000000,LAL,4440
2025-10-02 00:00:00.000000000,L5b,20
2025-10-06 00:00:00.000000000,FAR1,20
2025-10-07 00:00:00.000000000,LAG,80
2025-10-07 00:00:00.000000000,POR2,240
2025-10-07 00:00:00.000000000,L7c1,380
2025-10-07 00:00:00.000000000,RIAV1,40
2025-10-08 00:00:00.000000000,ETJ1,20
2025-10-08 00:00:00.000000000,L5b,40
2025-10-08 00:00:00.000000000,LAL,360
2025-10-08 00:00:00.000000000,RIAV1,760
2025-10-13 00:00:00.000000000,L5b,100
2025-10-13 00:00:00.000000000,ETJ1,20
2025-10-13 00:00:00.000000000,LAL,320
2025-10-14 00:00:00.000000000,LAG,1080
2025-10-14 00:00:00.000000000,L7c1,640
2025-10-15 00:00:00.000000000,RIAV1,40
2025-10-15 00:00:00.000000000,RIAV1,1400
2025-10-15 00:00:00.000000000,FAR1,20
2025-10-16 00:00:00.000000000,L5b,20
2025-10-20 00:00:00.000000000,LAL,5000
2025-10-20 00:00:00.000000000,L5b,40
2025-10-20 00:00:00.000000000,ETJ1,200
2025-10-20 00:00:00.000000000,RIAV1,960
2025-10-20 00:00:00.000000000,FAR1,20
2025-10-21 00:00:00.000000000,RIAV1,1040
2025-10-21 00:00:00.000000000,POR2,80
2025-10-21 00:00:00.000000000,L7c1,320
2025-10-27 00:00:00.000000000,LAL,2440
2025-10-28 00:00:00.000000000,LAG,160
2025-10-28 00:00:00.000000000,RIAV1,40
2025-10-28 00:00:00.000000000,L5b,20
2025-10-28 00:00:00.000000000,RIAV1,20
2025-10-28 00:00:00.000000000,L7c1,80
2025-11-03 00:00:00.000000000,RIAV1,40
2025-11-03 00:00:00.000000000,L5b,80
2025-11-04 00:00:00.000000000,L7c1,160
2025-11-04 00:00:00.000000000,LAG,20
2025-11-04 00:00:00.000000000,POR2,80
2025-11-05 00:00:00.000000000,LAL,1960
2025-11-05 00:00:00.000000000,RIAV1,20
2025-11-05 00:00:00.000000000,L5b,80
2025-11-05 00:00:00.000000000,FAR1,80
2025-11-10 00:00:00.000000000,RIAV1,20
2025-11-10 00:00:00.000000000,LAL,4200
2025-11-10 00:00:00.000000000,L5b,20
2025-11-10 00:00:00.000000000,FAR1,40
2025-11-10 00:00:00.000000000,ETJ1,20
2025-11-11 00:00:00.000000000,L7c1,140
2025-11-17 00:00:00.000000000,L5b,20
2025-11-17 00:00:00.000000000,FAR1,40
2025-11-18 00:00:00.000000000,LAG,20
2025-11-18 00:00:00.000000000,L7c1,20
2025-11-18 00:00:00.000000000,RIAV1,20
2025-11-18 00:00:00.000000000,POR2,20
2025-11-19 00:00:00.000000000,L5b,20
2025-11-19 00:00:00.000000000,RIAV1,20
2025-11-19 00:00:00.000000000,LAL,2400
2025-11-19 00:00:00.000000000,ETJ1,40
2025-11-24 00:00:00.000000000,LAG,40
2025-11-25 00:00:00.000000000,LAL,6160
2025-11-25 00:00:00.000000000,L5b,20
2025-11-25 00:00:00.000000000,POR2,40
2025-11-25 00:00:00.000000000,L7c1,40
2025-11-25 00:00:00.000000000,RIAV1,20
2025-11-26 00:00:00.000000000,RIAV1,20
2025-12-02 00:00:00.000000000,ETJ1,20
2025-12-02 00:00:00.000000000,LAL,11720
2025-12-02 00:00:00.000000000,L5b,20
2025-12-02 00:00:00.000000000,POR2,20
2025-12-02 00:00:00.000000000,LAG,120
2025-12-02 00:00:00.000000000,L7c1,20
2025-12-03 00:00:00.000000000,RIAV1,20
2025-12-03 00:00:00.000000000,RIAV1,20
2025-12-08 00:00:00.000000000,LAG,20
2025-12-09 00:00:00.000000000,RIAV1,20
2025-12-10 00:00:00.000000000,LAL,33720
2025-12-12 00:00:00.000000000,ETJ1,20
2025-12-12 00:00:00.000000000,L5b,20
2025-12-12 00:00:00.000000000,LAL,33080
2025-12-15 00:00:00.000000000,L7c1,120
2025-12-16 00:00:00.000000000,LAL,9640
2025-12-16 00:00:00.000000000,L5b,20
2025-12-16 00:00:00.000000000,POR2,20
2025-12-17 00:00:00.000000000,RIAV1,20
2025-12-17 00:00:00.000000000,RIAV1,20
2025-12-22 00:00:00.000000000,L5b,20
2025-12-22 00:00:00.000000000,FAR1,20
2025-12-29 00:00:00.000000000,LAL,10360
2025-12-29 00:00:00.000000000,L5b,20
2025-12-29 00:00:00.000000000,RIAV1,20
2025-12-29 00:00:00.000000000,ETJ1,20
